new_user_id,original_user_id,new_exer_id,original_exer_id,new_knowledge_code,original_knowledge_code
1,21825,1,1,1,1
2,23098,2,2,2,2
3,26787,3,3,3,4
4,33121,4,5,4,5
5,34037,5,14,5,6
6,36659,6,15,6,7
7,51933,7,16,7,8
8,51950,8,33,8,9
9,52574,9,34,9,10
10,53167,10,35,10,11
11,53221,11,36,11,12
12,55045,12,37,12,13
13,55165,13,38,13,14
14,56325,14,39,14,15
15,56965,15,40,15,16
16,57005,16,41,16,17
17,58033,17,48,17,18
18,58161,18,49,18,21
19,59968,19,50,19,22
20,61394,20,52,20,24
21,62641,21,58,21,25
22,63205,22,59,22,26
23,64525,23,60,23,27
24,64527,24,61,24,32
25,64530,25,72,25,33
26,64531,26,73,26,34
27,64532,27,74,27,35
28,64535,28,75,28,36
29,64541,29,76,29,37
30,64542,30,77,30,39
31,64543,31,78,31,40
32,64548,32,83,32,41
33,64549,33,84,33,42
34,64550,34,85,34,43
35,64556,35,86,35,46
36,64634,36,110,36,47
37,64636,37,111,37,48
38,64880,38,112,38,49
39,64888,39,113,39,50
40,64980,40,114,40,51
41,64988,41,115,41,52
42,65186,42,116,42,53
43,65194,43,117,43,54
44,65203,44,118,44,58
45,65236,45,119,45,61
46,66038,46,120,46,62
47,69931,47,127,47,63
48,70190,48,128,48,64
49,70255,49,129,49,65
50,70363,50,130,50,67
51,70437,51,131,51,69
52,70443,52,132,52,70
53,70480,53,133,53,74
54,70485,54,136,54,75
55,70486,55,140,55,76
56,70527,56,141,56,77
57,70533,57,142,57,78
58,70540,58,143,58,79
59,70561,59,144,59,80
60,70568,60,145,60,81
61,70584,61,146,61,82
62,70592,62,163,62,83
63,70614,63,164,63,84
64,70633,64,165,64,85
65,70638,65,166,65,86
66,70646,66,172,66,88
67,70657,67,173,67,89
68,70659,68,174,68,90
69,70660,69,175,69,92
70,70663,70,176,70,95
71,70676,71,177,71,103
72,70677,72,178,72,106
73,70679,73,200,73,110
74,70682,74,204,74,163
75,70684,75,205,75,165
76,70687,76,213,76,166
77,70688,77,214,77,172
78,70691,78,215,78,173
79,70692,79,223,79,174
80,70693,80,224,80,178
81,70695,81,225,81,179
82,70699,82,226,82,181
83,70701,83,227,83,184
84,70702,84,228,84,186
85,70704,85,230,85,190
86,70706,86,231,86,192
87,70707,87,232,87,193
88,70708,88,233,88,196
89,70709,89,234,89,197
90,70713,90,235,90,198
91,70714,91,236,91,202
92,70715,92,237,92,203
93,70717,93,238,93,204
94,70727,94,239,94,206
95,70728,95,246,95,209
96,70729,96,247,96,212
97,70730,97,248,97,213
98,70731,98,249,98,214
99,70732,99,250,99,217
100,70733,100,251,100,218
101,70734,101,252,101,220
102,70736,102,326,102,221
103,70740,103,327,103,222
104,70743,104,328,104,223
105,70744,105,329,105,224
106,70745,106,330,106,226
107,70746,107,339,107,230
108,70748,108,340,108,231
109,70750,109,341,109,233
110,70752,110,342,110,238
111,70754,111,346,111,240
112,70756,112,347,112,276
113,70758,113,354,113,277
114,70759,114,355,114,278
115,70778,115,356,115,279
116,70797,116,357,116,280
117,70803,117,358,117,281
118,70804,118,360,118,283
119,70805,119,361,119,288
120,70807,120,362,120,289
121,70811,121,363,121,290
122,70812,122,364,122,292
123,70816,123,365,123,293
124,70818,124,366,124,294
125,70822,125,367,125,295
126,70823,126,368,126,296
127,70832,127,369,127,297
128,70842,128,399,128,298
129,70847,129,400,129,299
130,70850,130,405,130,301
131,70851,131,406,131,302
132,70852,132,407,132,303
